,BLOCK_NUMBER,BLOCK_TIME,TOKEN_A_AMOUNT,TOKEN_B_AMOUNT,EVENT,SENDER,TX_HASH
0,14561453,1649669566,0.06201276799471355,1.98778739e-10,Mint,0x3f8501FA8cfcF43a1F1A32AEa9A991A1Cb88b24a,0x0838a4f6548330e248c383d8bc41aaab4d8c28c2c150c89a7ec329e6b7b97c23
1,14562223,1649680033,0.26576201671621563,8.42054974e-10,Burn,0xcAF6E8c90dA8B71Ee154D62108953Ce4F33d05b2,0x60c66cca3de969c0b977a1b2e391dd00ecf9fd68393560d33be22b481daff9be
